PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
1.0113578325673858,3.274141347106788,-0.10800037549954486,-3.198286030380346,0.7877859015356667,-1.166266967891795,-0.24134014967369039,-0.8769731570357369,-0.831522553483516,-0.9225285747270267,-1.8003488493788695,-0.9504591456134676,0.1791206237420433,-0.3741973965388226,0.4465783245145274,0.5025303685485937,0.6309561265187784,-1.0837186432644699,0.058917574938447445,-0.15762387377482678
5.477134958493497,1.3425389690170413,-1.3169077296642475,-2.344025514650656,2.0100610381624224,-0.2959443204382179,-2.1150304444025196,-0.9420982096102959,1.9369713566568023,-0.5412345030675471,1.2550254712612616,-0.18087005011746055,0.3978665710598414,1.5684526240970087,0.2805158717805188,-0.5708585671152461,-0.6914873909125971,0.8244988054302431,0.4524825878129459,0.12080450416260362
1.5873861700028957,-0.8870797227095671,-1.0420003223769423,-0.16279124976773846,-2.2257995287526016,1.717187392469036,-0.008425862641383423,0.25747650253118864,-0.6834716542015205,0.3233787489968026,-0.9976351843077335,-1.3103971440763817,-0.5331135274238684,1.029426605733964,0.6312666985581632,-0.18268449460559813,1.0932719408000704,-0.8471262903683427,0.1641278693710141,-0.07420292449952555
-1.952994399836973,-0.9780753726313355,-3.256691186404673,-1.1421111982761165,0.5866408545480933,-1.4440125609109826,2.4671073517333935,0.8784579319774004,-0.5342852342975575,0.4320150489245669,-0.6880184605544305,0.2323449755071327,0.4892481302780789,0.4173532623625136,0.18588868196384475,0.3398420599820613,1.1101198518861843,0.723584116857295,0.5568882304431185,0.22591008991776873
1.1910683465995406,1.3355121217795993,0.9487506702482204,0.8820488861180121,4.575630890683675,0.987999767423603,-1.798027449130907,-0.9592398094986538,0.15747303306390062,0.37946029669613157,-1.0296046207767509,-0.6017031372880881,0.17084139418808553,-0.9399856835577713,0.9598370548347348,0.5404740626085618,0.8061972883643953,-0.3638244924108353,1.0492184611483912,0.5816665753805039
0.4543474047388175,-1.394526494584726,-0.14020517128103424,2.69669091126576,2.8555997949359617,1.8555109271388837,1.5202157542019599,-0.42581332538263567,-0.016123556198074564,1.4837343529228177,-0.15861412511951173,-2.2511725835544385,-0.3612073977285457,0.2994209382185738,0.1017919538068212,0.8329440030787008,-0.776988900999626,-0.2613953419833369,1.22644610693869,-0.2652708109640626
3.4531743855606916,5.0945825258484785,-0.18830673048688626,0.8004733195907671,2.962038911787565,0.1532497828644218,0.0990426647010372,-0.5265976736030891,0.8142967190897515,-0.8711662154466765,-0.04406983823267536,-0.3897100046916134,-0.15370063138409773,0.5068464279067935,1.2584300971451987,-0.8196614590077871,0.9753926966939088,-0.34238089925377047,0.3861219367264528,1.2601736535489472
0.33869671062462414,-4.326180412022886,-3.088329394453072,0.024406442453287214,0.5814820501909018,2.5685280118433256,0.6596088258268658,-0.1521071635191178,-0.011606154431995919,-1.6089007591945297,-0.3470356250612808,0.34808496601389444,0.5597752698396744,-0.9358624685019261,-0.3729012263179186,0.23978253267127372,-0.5565882746564189,-0.6054060374817523,-0.4726654482717784,0.5135973686219611
5.226852808573969,-2.015117146346509,-3.5939786907141698,2.7367556608916686,-0.6511423472959015,-3.54110694379198,0.5634486542696344,1.4044675118747387,-0.6120164491012073,0.6433736420247734,-0.4586347335407071,-0.12499187555850297,0.5242495142110225,-0.1815287133724845,1.1026055761725175,0.5398961261315868,-0.0685007674861675,0.13656207563381098,0.1312417725787184,-0.35817007397186296
3.455380053692733,-0.4815058929485339,0.14876706564445072,-1.3033219590747251,1.185649771854688,0.03428621567832401,-0.02399142713833646,3.5852889918605535,0.7146920664665145,0.6642666907758106,-0.21328203571009371,0.6330964101314197,0.1269465038033689,-0.2901223500672752,0.11720761711790198,-0.721165017411666,-0.3715006151025879,0.4579450706434548,-0.9056356315249172,-0.45185969943804516
2.8434016785113343,0.30225066143371565,-1.102807619257462,-0.14107252412234067,-2.452760149044924,-0.09948196119251941,1.9388480179151426,0.06726760984499303,-0.9073388959125472,0.9097386279030748,0.6314499361503247,-0.15378322056520252,-0.9107052204523658,-0.21745811931053516,0.524334170274009,-0.261749811334492,0.3596189413117438,-0.9574336592243129,-0.0029358363424852505,0.5705892454034809
3.582558657718049,-2.0855063569592027,-3.8128893306895835,0.35308463325910633,-0.7206420435702094,-4.1105198641737015,0.9937380458886342,1.127022281535872,-0.41801128240738145,0.7962942404844594,-0.6734138810678509,0.5301812588380491,0.49518522542622306,-0.027455143780738413,0.8213491793648731,-0.381920325940455,-0.2607414918894741,0.4447792803395289,0.290532158219363,0.12583099233500492
-1.4421796289176503,3.330297836498369,-2.1244542781773084,-2.902965623695252,-0.940628545540331,-0.06659315692564786,0.7506849546135319,0.2224463127519479,-0.6532408829568636,0.6352629419284909,0.0044270221662640954,-0.3189033505277444,-0.030458167957707973,0.32282130788935276,-0.11685589393789335,-0.09310772542011884,0.2976853254850358,-1.0107115282905226,-0.10515780812983509,-0.5287438228497868
-2.4054289839058955,5.145050418283342,-1.576167253318883,1.056566357740053,0.03786454582914532,-0.0037108665118366644,-0.003924143535378686,0.5317459218936658,0.32575961674304554,-0.2396307111040169,-0.2963944710105289,-0.033522121410245756,0.2221069926371918,-0.48250903059832345,0.2002820225149549,-0.9361711801597076,-0.3860508001374538,0.051232555888450236,0.6270199730078598,-0.7232340121367278
-1.6306935241269354,1.4592724593922075,-2.719309299219434,-2.531480428278833,-0.25806225830853163,1.3207342682933727,0.4108450802395587,0.5040951290560867,-0.7596262676331168,1.3991931518426748,1.0943811362846125,-0.2976609467626081,-1.1388719502529479,-0.29694122818653157,1.0492398638797078,-0.018391037614295704,0.7819910342189081,-0.13524804499209678,-0.23684486125138027,0.25157376520830155
2.811753469237238,0.33759744841024186,-0.7220668585966825,-0.19718799276834906,-3.196085394921392,1.3829800883558432,0.21120705208757692,-1.2763905297441238,-0.28797560567991726,0.04456595100806075,-1.5692158154567122,-0.8181650829205599,-0.04166881682175486,0.8768613844202855,-0.36802384500509455,0.17050373489063575,0.3211619298526199,0.08662387922598488,-0.46572000131928704,-1.7578149846415299
5.271753609698443,-1.7341190921886624,1.0480470612211115,-1.007509898623222,3.234647890029015,1.5824930037146607,-0.1198727410265115,-1.6887624237997572,-1.465559675446331,-0.2996897674349523,-0.14587774093437894,1.6376241868787542,-0.7785874082878074,0.20625973001162212,0.4126933222492402,0.21635825153421548,0.2791311257881619,-0.6197097971720998,0.08557656123576417,-0.04780242388267003
5.029173723257043,2.8648611865317015,-1.9588659356855076,1.020918925192975,3.794577993138404,0.711914089562968,-2.728483941895551,-0.7798990876857997,2.645907721330039,-0.8412023747310102,0.9486114544360178,-0.21542327623406343,0.7630597517259635,0.5376838862084489,0.6906205614679903,-1.4592573756377023,-0.18616075664262843,0.9977776087360953,1.3351697335688402,0.008178750772072798
3.358352427789493,-2.2283329962545353,-3.849253758176886,0.2224653119509734,-0.4528727431410664,-3.8357578337832674,0.194805511851238,1.0046997406304345,-0.30679168821716307,0.7662760390178609,-0.6594756550895154,0.47761161813600395,0.37750239521329104,0.15285457349453785,0.5954093379531201,-1.2345509391414677,-0.6247766194689266,-0.279149246841828,-0.5614453962460295,-0.1624512457893237
